h;d;av;author;year;manuscript;experiment;d_type;jod_type;stim_type;att_type;vpnr;value;stim_id;Beding;unique_id;id
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1829;18,00;NA;NA;Winkler 2008 NA 3 1829;352
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1831;24,00;NA;NA;Winkler 2008 NA 3 1831;353
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1832;20,00;NA;NA;Winkler 2008 NA 3 1832;354
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1834;8,00;NA;NA;Winkler 2008 NA 3 1834;355
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1837;10,00;NA;NA;Winkler 2008 NA 3 1837;356
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1840;9,00;NA;NA;Winkler 2008 NA 3 1840;357
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1841;18,00;NA;NA;Winkler 2008 NA 3 1841;358
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1842;8,00;NA;NA;Winkler 2008 NA 3 1842;359
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1843;8,00;NA;NA;Winkler 2008 NA 3 1843;360
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1844;23,00;NA;NA;Winkler 2008 NA 3 1844;361
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1845;15,00;NA;NA;Winkler 2008 NA 3 1845;362
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1846;24,00;NA;NA;Winkler 2008 NA 3 1846;363
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1848;8,00;NA;NA;Winkler 2008 NA 3 1848;364
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1851;12,00;NA;NA;Winkler 2008 NA 3 1851;365
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1852;23,00;NA;NA;Winkler 2008 NA 3 1852;366
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1853;18,00;NA;NA;Winkler 2008 NA 3 1853;367
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1854;20,00;NA;NA;Winkler 2008 NA 3 1854;368
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1856;11,00;NA;NA;Winkler 2008 NA 3 1856;369
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1857;12,00;NA;NA;Winkler 2008 NA 3 1857;370
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1859;12,00;NA;NA;Winkler 2008 NA 3 1859;371
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1860;22,00;NA;NA;Winkler 2008 NA 3 1860;372
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1861;8,00;NA;NA;Winkler 2008 NA 3 1861;373
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1862;14,00;NA;NA;Winkler 2008 NA 3 1862;374
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1863;12,00;NA;NA;Winkler 2008 NA 3 1863;375
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1864;24,00;NA;NA;Winkler 2008 NA 3 1864;376
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1866;9,00;NA;NA;Winkler 2008 NA 3 1866;377
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1867;8,00;NA;NA;Winkler 2008 NA 3 1867;378
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1873;12,00;NA;NA;Winkler 2008 NA 3 1873;379
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1874;13,00;NA;NA;Winkler 2008 NA 3 1874;380
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1875;22,00;NA;NA;Winkler 2008 NA 3 1875;381
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1876;8,00;NA;NA;Winkler 2008 NA 3 1876;382
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1877;20,00;NA;NA;Winkler 2008 NA 3 1877;383
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1879;8,00;NA;NA;Winkler 2008 NA 3 1879;384
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1883;20,00;NA;NA;Winkler 2008 NA 3 1883;385
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1885;13,00;NA;NA;Winkler 2008 NA 3 1885;386
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1886;8,00;NA;NA;Winkler 2008 NA 3 1886;387
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1887;9,00;NA;NA;Winkler 2008 NA 3 1887;388
2;24;jod;Winkler;2008;NA;3;total;total;word;low;1888;24,00;NA;NA;Winkler 2008 NA 3 1888;389
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1889;8,00;NA;NA;Winkler 2008 NA 3 1889;390
2;24;jod;Winkler;2008;NA;3;total;total;word;high;1890;8,00;NA;NA;Winkler 2008 NA 3 1890;391
8;8;jof;Winkler;2008;NA;4;total;total;word;high;1;5,00;NA;NA;Winkler 2008 NA 4 1;392
8;8;jof;Winkler;2008;NA;4;total;total;word;high;2;4,00;NA;NA;Winkler 2008 NA 4 2;403
8;8;jof;Winkler;2008;NA;4;total;total;word;high;3;4,00;NA;NA;Winkler 2008 NA 4 3;414
8;8;jof;Winkler;2008;NA;4;total;total;word;high;4;2,00;NA;NA;Winkler 2008 NA 4 4;425
8;8;jof;Winkler;2008;NA;4;total;total;word;high;5;5,00;NA;NA;Winkler 2008 NA 4 5;436
8;8;jof;Winkler;2008;NA;4;total;total;word;high;6;5,00;NA;NA;Winkler 2008 NA 4 6;447
8;8;jof;Winkler;2008;NA;4;total;total;word;high;7;8,00;NA;NA;Winkler 2008 NA 4 7;458
8;8;jof;Winkler;2008;NA;4;total;total;word;high;8;5,00;NA;NA;Winkler 2008 NA 4 8;469
8;8;jof;Winkler;2008;NA;4;total;total;word;high;9;8,00;NA;NA;Winkler 2008 NA 4 9;471
8;8;jof;Winkler;2008;NA;4;total;total;word;high;10;8,00;NA;NA;Winkler 2008 NA 4 10;393
8;8;jof;Winkler;2008;NA;4;total;total;word;high;11;5,00;NA;NA;Winkler 2008 NA 4 11;394
8;8;jof;Winkler;2008;NA;4;total;total;word;high;12;6,00;NA;NA;Winkler 2008 NA 4 12;395
8;8;jof;Winkler;2008;NA;4;total;total;word;high;13;8,00;NA;NA;Winkler 2008 NA 4 13;396
8;8;jof;Winkler;2008;NA;4;total;total;word;high;14;5,00;NA;NA;Winkler 2008 NA 4 14;397
8;8;jof;Winkler;2008;NA;4;total;total;word;high;15;5,00;NA;NA;Winkler 2008 NA 4 15;398
8;8;jof;Winkler;2008;NA;4;total;total;word;high;16;6,00;NA;NA;Winkler 2008 NA 4 16;399
8;8;jof;Winkler;2008;NA;4;total;total;word;high;17;3,00;NA;NA;Winkler 2008 NA 4 17;400
8;8;jof;Winkler;2008;NA;4;total;total;word;high;18;8,00;NA;NA;Winkler 2008 NA 4 18;401
8;8;jof;Winkler;2008;NA;4;total;total;word;high;19;8,00;NA;NA;Winkler 2008 NA 4 19;402
8;8;jof;Winkler;2008;NA;4;total;total;word;high;20;8,00;NA;NA;Winkler 2008 NA 4 20;404
8;8;jof;Winkler;2008;NA;4;total;total;word;high;21;4,00;NA;NA;Winkler 2008 NA 4 21;405
8;8;jof;Winkler;2008;NA;4;total;total;word;high;22;8,00;NA;NA;Winkler 2008 NA 4 22;406
8;8;jof;Winkler;2008;NA;4;total;total;word;high;23;6,00;NA;NA;Winkler 2008 NA 4 23;407
8;8;jof;Winkler;2008;NA;4;total;total;word;high;24;7,00;NA;NA;Winkler 2008 NA 4 24;408
8;8;jof;Winkler;2008;NA;4;total;total;word;high;25;5,00;NA;NA;Winkler 2008 NA 4 25;409
8;8;jof;Winkler;2008;NA;4;total;total;word;high;26;7,00;NA;NA;Winkler 2008 NA 4 26;410
8;8;jof;Winkler;2008;NA;4;total;total;word;high;27;7,00;NA;NA;Winkler 2008 NA 4 27;411
8;8;jof;Winkler;2008;NA;4;total;total;word;high;28;4,00;NA;NA;Winkler 2008 NA 4 28;412
8;8;jof;Winkler;2008;NA;4;total;total;word;high;29;8,00;NA;NA;Winkler 2008 NA 4 29;413
8;8;jof;Winkler;2008;NA;4;total;total;word;high;30;8,00;NA;NA;Winkler 2008 NA 4 30;415
8;8;jof;Winkler;2008;NA;4;total;total;word;high;31;8,00;NA;NA;Winkler 2008 NA 4 31;416
8;8;jof;Winkler;2008;NA;4;total;total;word;high;32;5,00;NA;NA;Winkler 2008 NA 4 32;417
8;8;jof;Winkler;2008;NA;4;total;total;word;high;33;6,00;NA;NA;Winkler 2008 NA 4 33;418
8;8;jof;Winkler;2008;NA;4;total;total;word;high;34;8,00;NA;NA;Winkler 2008 NA 4 34;419
8;8;jof;Winkler;2008;NA;4;total;total;word;high;35;7,00;NA;NA;Winkler 2008 NA 4 35;420
8;8;jof;Winkler;2008;NA;4;total;total;word;high;36;5,00;NA;NA;Winkler 2008 NA 4 36;421
8;8;jof;Winkler;2008;NA;4;total;total;word;high;37;4,00;NA;NA;Winkler 2008 NA 4 37;422
8;8;jof;Winkler;2008;NA;4;total;total;word;high;38;1,00;NA;NA;Winkler 2008 NA 4 38;423
8;8;jof;Winkler;2008;NA;4;total;total;word;high;39;6,00;NA;NA;Winkler 2008 NA 4 39;424
8;8;jof;Winkler;2008;NA;4;total;total;word;high;40;8,00;NA;NA;Winkler 2008 NA 4 40;426
8;8;jof;Winkler;2008;NA;4;total;total;word;low;41;5,00;NA;NA;Winkler 2008 NA 4 41;427
8;8;jof;Winkler;2008;NA;4;total;total;word;low;42;4,00;NA;NA;Winkler 2008 NA 4 42;428
8;8;jof;Winkler;2008;NA;4;total;total;word;low;43;7,00;NA;NA;Winkler 2008 NA 4 43;429
8;8;jof;Winkler;2008;NA;4;total;total;word;low;44;3,00;NA;NA;Winkler 2008 NA 4 44;430
8;8;jof;Winkler;2008;NA;4;total;total;word;low;45;5,00;NA;NA;Winkler 2008 NA 4 45;431
8;8;jof;Winkler;2008;NA;4;total;total;word;low;46;5,00;NA;NA;Winkler 2008 NA 4 46;432
8;8;jof;Winkler;2008;NA;4;total;total;word;low;47;6,00;NA;NA;Winkler 2008 NA 4 47;433
8;8;jof;Winkler;2008;NA;4;total;total;word;low;48;4,00;NA;NA;Winkler 2008 NA 4 48;434
8;8;jof;Winkler;2008;NA;4;total;total;word;low;49;8,00;NA;NA;Winkler 2008 NA 4 49;435
8;8;jof;Winkler;2008;NA;4;total;total;word;low;50;8,00;NA;NA;Winkler 2008 NA 4 50;437
8;8;jof;Winkler;2008;NA;4;total;total;word;low;51;4,00;NA;NA;Winkler 2008 NA 4 51;438
8;8;jof;Winkler;2008;NA;4;total;total;word;low;52;7,00;NA;NA;Winkler 2008 NA 4 52;439
8;8;jof;Winkler;2008;NA;4;total;total;word;low;53;6,00;NA;NA;Winkler 2008 NA 4 53;440
8;8;jof;Winkler;2008;NA;4;total;total;word;low;54;3,00;NA;NA;Winkler 2008 NA 4 54;441
8;8;jof;Winkler;2008;NA;4;total;total;word;low;55;3,00;NA;NA;Winkler 2008 NA 4 55;442
8;8;jof;Winkler;2008;NA;4;total;total;word;low;56;5,00;NA;NA;Winkler 2008 NA 4 56;443
8;8;jof;Winkler;2008;NA;4;total;total;word;low;57;5,00;NA;NA;Winkler 2008 NA 4 57;444
8;8;jof;Winkler;2008;NA;4;total;total;word;low;58;7,00;NA;NA;Winkler 2008 NA 4 58;445
8;8;jof;Winkler;2008;NA;4;total;total;word;low;59;8,00;NA;NA;Winkler 2008 NA 4 59;446
8;8;jof;Winkler;2008;NA;4;total;total;word;low;60;4,00;NA;NA;Winkler 2008 NA 4 60;448
8;8;jof;Winkler;2008;NA;4;total;total;word;low;61;8,00;NA;NA;Winkler 2008 NA 4 61;449
8;8;jof;Winkler;2008;NA;4;total;total;word;low;62;7,00;NA;NA;Winkler 2008 NA 4 62;450
8;8;jof;Winkler;2008;NA;4;total;total;word;low;63;2,00;NA;NA;Winkler 2008 NA 4 63;451
8;8;jof;Winkler;2008;NA;4;total;total;word;low;64;8,00;NA;NA;Winkler 2008 NA 4 64;452
8;8;jof;Winkler;2008;NA;4;total;total;word;low;65;5,00;NA;NA;Winkler 2008 NA 4 65;453
8;8;jof;Winkler;2008;NA;4;total;total;word;low;66;6,00;NA;NA;Winkler 2008 NA 4 66;454
8;8;jof;Winkler;2008;NA;4;total;total;word;low;67;5,00;NA;NA;Winkler 2008 NA 4 67;455
8;8;jof;Winkler;2008;NA;4;total;total;word;low;68;7,00;NA;NA;Winkler 2008 NA 4 68;456
8;8;jof;Winkler;2008;NA;4;total;total;word;low;69;7,00;NA;NA;Winkler 2008 NA 4 69;457
8;8;jof;Winkler;2008;NA;4;total;total;word;low;70;7,00;NA;NA;Winkler 2008 NA 4 70;459
8;8;jof;Winkler;2008;NA;4;total;total;word;low;71;6,00;NA;NA;Winkler 2008 NA 4 71;460
8;8;jof;Winkler;2008;NA;4;total;total;word;low;72;8,00;NA;NA;Winkler 2008 NA 4 72;461
8;8;jof;Winkler;2008;NA;4;total;total;word;low;73;8,00;NA;NA;Winkler 2008 NA 4 73;462
8;8;jof;Winkler;2008;NA;4;total;total;word;low;74;5,00;NA;NA;Winkler 2008 NA 4 74;463
8;8;jof;Winkler;2008;NA;4;total;total;word;low;75;4,00;NA;NA;Winkler 2008 NA 4 75;464
8;8;jof;Winkler;2008;NA;4;total;total;word;low;76;8,00;NA;NA;Winkler 2008 NA 4 76;465
8;8;jof;Winkler;2008;NA;4;total;total;word;low;77;4,00;NA;NA;Winkler 2008 NA 4 77;466
8;8;jof;Winkler;2008;NA;4;total;total;word;low;78;4,00;NA;NA;Winkler 2008 NA 4 78;467
8;8;jof;Winkler;2008;NA;4;total;total;word;low;79;8,00;NA;NA;Winkler 2008 NA 4 79;468
8;8;jof;Winkler;2008;NA;4;total;total;word;low;80;8,00;NA;NA;Winkler 2008 NA 4 80;470
8;8;jod;Winkler;2008;NA;4;total;total;word;high;1;8,00;NA;NA;Winkler 2008 NA 4 1;392
8;8;jod;Winkler;2008;NA;4;total;total;word;high;2;19,00;NA;NA;Winkler 2008 NA 4 2;403
8;8;jod;Winkler;2008;NA;4;total;total;word;high;3;12,00;NA;NA;Winkler 2008 NA 4 3;414
8;8;jod;Winkler;2008;NA;4;total;total;word;high;4;9,00;NA;NA;Winkler 2008 NA 4 4;425
8;8;jod;Winkler;2008;NA;4;total;total;word;high;5;16,00;NA;NA;Winkler 2008 NA 4 5;436
8;8;jod;Winkler;2008;NA;4;total;total;word;high;6;17,00;NA;NA;Winkler 2008 NA 4 6;447
8;8;jod;Winkler;2008;NA;4;total;total;word;high;7;10,00;NA;NA;Winkler 2008 NA 4 7;458
8;8;jod;Winkler;2008;NA;4;total;total;word;high;8;19,00;NA;NA;Winkler 2008 NA 4 8;469
8;8;jod;Winkler;2008;NA;4;total;total;word;high;9;8,00;NA;NA;Winkler 2008 NA 4 9;471
8;8;jod;Winkler;2008;NA;4;total;total;word;high;10;20,00;NA;NA;Winkler 2008 NA 4 10;393
8;8;jod;Winkler;2008;NA;4;total;total;word;high;11;16,00;NA;NA;Winkler 2008 NA 4 11;394
8;8;jod;Winkler;2008;NA;4;total;total;word;high;12;15,00;NA;NA;Winkler 2008 NA 4 12;395
8;8;jod;Winkler;2008;NA;4;total;total;word;high;13;8,00;NA;NA;Winkler 2008 NA 4 13;396
8;8;jod;Winkler;2008;NA;4;total;total;word;high;14;8,00;NA;NA;Winkler 2008 NA 4 14;397
8;8;jod;Winkler;2008;NA;4;total;total;word;high;15;8,00;NA;NA;Winkler 2008 NA 4 15;398
8;8;jod;Winkler;2008;NA;4;total;total;word;high;16;9,00;NA;NA;Winkler 2008 NA 4 16;399
8;8;jod;Winkler;2008;NA;4;total;total;word;high;17;24,00;NA;NA;Winkler 2008 NA 4 17;400
8;8;jod;Winkler;2008;NA;4;total;total;word;high;18;16,00;NA;NA;Winkler 2008 NA 4 18;401
8;8;jod;Winkler;2008;NA;4;total;total;word;high;19;10,00;NA;NA;Winkler 2008 NA 4 19;402
8;8;jod;Winkler;2008;NA;4;total;total;word;high;20;23,00;NA;NA;Winkler 2008 NA 4 20;404
8;8;jod;Winkler;2008;NA;4;total;total;word;high;21;8,00;NA;NA;Winkler 2008 NA 4 21;405
8;8;jod;Winkler;2008;NA;4;total;total;word;high;22;16,00;NA;NA;Winkler 2008 NA 4 22;406
8;8;jod;Winkler;2008;NA;4;total;total;word;high;23;12,00;NA;NA;Winkler 2008 NA 4 23;407
8;8;jod;Winkler;2008;NA;4;total;total;word;high;24;15,00;NA;NA;Winkler 2008 NA 4 24;408
8;8;jod;Winkler;2008;NA;4;total;total;word;high;25;15,00;NA;NA;Winkler 2008 NA 4 25;409
8;8;jod;Winkler;2008;NA;4;total;total;word;high;26;8,00;NA;NA;Winkler 2008 NA 4 26;410
8;8;jod;Winkler;2008;NA;4;total;total;word;high;27;8,00;NA;NA;Winkler 2008 NA 4 27;411
8;8;jod;Winkler;2008;NA;4;total;total;word;high;28;10,00;NA;NA;Winkler 2008 NA 4 28;412
8;8;jod;Winkler;2008;NA;4;total;total;word;high;29;12,00;NA;NA;Winkler 2008 NA 4 29;413
8;8;jod;Winkler;2008;NA;4;total;total;word;high;30;15,00;NA;NA;Winkler 2008 NA 4 30;415
8;8;jod;Winkler;2008;NA;4;total;total;word;high;31;24,00;NA;NA;Winkler 2008 NA 4 31;416
8;8;jod;Winkler;2008;NA;4;total;total;word;high;32;15,00;NA;NA;Winkler 2008 NA 4 32;417
8;8;jod;Winkler;2008;NA;4;total;total;word;high;33;8,00;NA;NA;Winkler 2008 NA 4 33;418
8;8;jod;Winkler;2008;NA;4;total;total;word;high;34;16,00;NA;NA;Winkler 2008 NA 4 34;419
8;8;jod;Winkler;2008;NA;4;total;total;word;high;35;20,00;NA;NA;Winkler 2008 NA 4 35;420
8;8;jod;Winkler;2008;NA;4;total;total;word;high;36;11,00;NA;NA;Winkler 2008 NA 4 36;421
8;8;jod;Winkler;2008;NA;4;total;total;word;high;37;18,00;NA;NA;Winkler 2008 NA 4 37;422
8;8;jod;Winkler;2008;NA;4;total;total;word;high;38;13,00;NA;NA;Winkler 2008 NA 4 38;423
8;8;jod;Winkler;2008;NA;4;total;total;word;high;39;22,00;NA;NA;Winkler 2008 NA 4 39;424
8;8;jod;Winkler;2008;NA;4;total;total;word;high;40;11,00;NA;NA;Winkler 2008 NA 4 40;426
8;8;jod;Winkler;2008;NA;4;total;total;word;low;41;8,00;NA;NA;Winkler 2008 NA 4 41;427
8;8;jod;Winkler;2008;NA;4;total;total;word;low;42;10,00;NA;NA;Winkler 2008 NA 4 42;428
8;8;jod;Winkler;2008;NA;4;total;total;word;low;43;16,00;NA;NA;Winkler 2008 NA 4 43;429
8;8;jod;Winkler;2008;NA;4;total;total;word;low;44;14,00;NA;NA;Winkler 2008 NA 4 44;430
8;8;jod;Winkler;2008;NA;4;total;total;word;low;45;16,00;NA;NA;Winkler 2008 NA 4 45;431
8;8;jod;Winkler;2008;NA;4;total;total;word;low;46;12,00;NA;NA;Winkler 2008 NA 4 46;432
8;8;jod;Winkler;2008;NA;4;total;total;word;low;47;18,00;NA;NA;Winkler 2008 NA 4 47;433
8;8;jod;Winkler;2008;NA;4;total;total;word;low;48;15,00;NA;NA;Winkler 2008 NA 4 48;434
8;8;jod;Winkler;2008;NA;4;total;total;word;low;49;20,00;NA;NA;Winkler 2008 NA 4 49;435
8;8;jod;Winkler;2008;NA;4;total;total;word;low;50;8,00;NA;NA;Winkler 2008 NA 4 50;437
8;8;jod;Winkler;2008;NA;4;total;total;word;low;51;13,00;NA;NA;Winkler 2008 NA 4 51;438
8;8;jod;Winkler;2008;NA;4;total;total;word;low;52;8,00;NA;NA;Winkler 2008 NA 4 52;439
8;8;jod;Winkler;2008;NA;4;total;total;word;low;53;8,00;NA;NA;Winkler 2008 NA 4 53;440
8;8;jod;Winkler;2008;NA;4;total;total;word;low;54;13,00;NA;NA;Winkler 2008 NA 4 54;441
8;8;jod;Winkler;2008;NA;4;total;total;word;low;55;18,00;NA;NA;Winkler 2008 NA 4 55;442
8;8;jod;Winkler;2008;NA;4;total;total;word;low;56;12,00;NA;NA;Winkler 2008 NA 4 56;443
8;8;jod;Winkler;2008;NA;4;total;total;word;low;57;12,00;NA;NA;Winkler 2008 NA 4 57;444
8;8;jod;Winkler;2008;NA;4;total;total;word;low;58;8,00;NA;NA;Winkler 2008 NA 4 58;445
8;8;jod;Winkler;2008;NA;4;total;total;word;low;59;20,00;NA;NA;Winkler 2008 NA 4 59;446
8;8;jod;Winkler;2008;NA;4;total;total;word;low;60;10,00;NA;NA;Winkler 2008 NA 4 60;448
8;8;jod;Winkler;2008;NA;4;total;total;word;low;61;12,00;NA;NA;Winkler 2008 NA 4 61;449
8;8;jod;Winkler;2008;NA;4;total;total;word;low;62;18,00;NA;NA;Winkler 2008 NA 4 62;450
8;8;jod;Winkler;2008;NA;4;total;total;word;low;63;16,00;NA;NA;Winkler 2008 NA 4 63;451
8;8;jod;Winkler;2008;NA;4;total;total;word;low;64;24,00;NA;NA;Winkler 2008 NA 4 64;452
8;8;jod;Winkler;2008;NA;4;total;total;word;low;65;17,00;NA;NA;Winkler 2008 NA 4 65;453
8;8;jod;Winkler;2008;NA;4;total;total;word;low;66;8,00;NA;NA;Winkler 2008 NA 4 66;454
8;8;jod;Winkler;2008;NA;4;total;total;word;low;67;15,00;NA;NA;Winkler 2008 NA 4 67;455
8;8;jod;Winkler;2008;NA;4;total;total;word;low;68;15,00;NA;NA;Winkler 2008 NA 4 68;456
8;8;jod;Winkler;2008;NA;4;total;total;word;low;69;19,00;NA;NA;Winkler 2008 NA 4 69;457
8;8;jod;Winkler;2008;NA;4;total;total;word;low;70;24,00;NA;NA;Winkler 2008 NA 4 70;459
8;8;jod;Winkler;2008;NA;4;total;total;word;low;71;8,00;NA;NA;Winkler 2008 NA 4 71;460
8;8;jod;Winkler;2008;NA;4;total;total;word;low;72;8,00;NA;NA;Winkler 2008 NA 4 72;461
8;8;jod;Winkler;2008;NA;4;total;total;word;low;73;8,00;NA;NA;Winkler 2008 NA 4 73;462
8;8;jod;Winkler;2008;NA;4;total;total;word;low;74;24,00;NA;NA;Winkler 2008 NA 4 74;463
8;8;jod;Winkler;2008;NA;4;total;total;word;low;75;16,00;NA;NA;Winkler 2008 NA 4 75;464
8;8;jod;Winkler;2008;NA;4;total;total;word;low;76;19,00;NA;NA;Winkler 2008 NA 4 76;465
8;8;jod;Winkler;2008;NA;4;total;total;word;low;77;10,00;NA;NA;Winkler 2008 NA 4 77;466
8;8;jod;Winkler;2008;NA;4;total;total;word;low;78;24,00;NA;NA;Winkler 2008 NA 4 78;467
8;8;jod;Winkler;2008;NA;4;total;total;word;low;79;22,00;NA;NA;Winkler 2008 NA 4 79;468
8;8;jod;Winkler;2008;NA;4;total;total;word;low;80;9,00;NA;NA;Winkler 2008 NA 4 80;470
8;16;jof;Winkler;2008;NA;4;total;total;word;high;1;7,00;NA;NA;Winkler 2008 NA 4 1;392
8;16;jof;Winkler;2008;NA;4;total;total;word;high;2;4,00;NA;NA;Winkler 2008 NA 4 2;403
8;16;jof;Winkler;2008;NA;4;total;total;word;high;3;8,00;NA;NA;Winkler 2008 NA 4 3;414
8;16;jof;Winkler;2008;NA;4;total;total;word;high;4;3,00;NA;NA;Winkler 2008 NA 4 4;425
8;16;jof;Winkler;2008;NA;4;total;total;word;high;5;6,00;NA;NA;Winkler 2008 NA 4 5;436
8;16;jof;Winkler;2008;NA;4;total;total;word;high;6;6,00;NA;NA;Winkler 2008 NA 4 6;447
8;16;jof;Winkler;2008;NA;4;total;total;word;high;7;7,00;NA;NA;Winkler 2008 NA 4 7;458
8;16;jof;Winkler;2008;NA;4;total;total;word;high;8;8,00;NA;NA;Winkler 2008 NA 4 8;469
8;16;jof;Winkler;2008;NA;4;total;total;word;high;9;6,00;NA;NA;Winkler 2008 NA 4 9;471
8;16;jof;Winkler;2008;NA;4;total;total;word;high;10;8,00;NA;NA;Winkler 2008 NA 4 10;393
8;16;jof;Winkler;2008;NA;4;total;total;word;high;11;3,00;NA;NA;Winkler 2008 NA 4 11;394
8;16;jof;Winkler;2008;NA;4;total;total;word;high;12;7,00;NA;NA;Winkler 2008 NA 4 12;395
8;16;jof;Winkler;2008;NA;4;total;total;word;high;13;8,00;NA;NA;Winkler 2008 NA 4 13;396
8;16;jof;Winkler;2008;NA;4;total;total;word;high;14;4,00;NA;NA;Winkler 2008 NA 4 14;397
8;16;jof;Winkler;2008;NA;4;total;total;word;high;15;7,00;NA;NA;Winkler 2008 NA 4 15;398
8;16;jof;Winkler;2008;NA;4;total;total;word;high;16;5,00;NA;NA;Winkler 2008 NA 4 16;399
8;16;jof;Winkler;2008;NA;4;total;total;word;high;17;6,00;NA;NA;Winkler 2008 NA 4 17;400
8;16;jof;Winkler;2008;NA;4;total;total;word;high;18;7,00;NA;NA;Winkler 2008 NA 4 18;401
8;16;jof;Winkler;2008;NA;4;total;total;word;high;19;3,00;NA;NA;Winkler 2008 NA 4 19;402
8;16;jof;Winkler;2008;NA;4;total;total;word;high;20;5,00;NA;NA;Winkler 2008 NA 4 20;404
8;16;jof;Winkler;2008;NA;4;total;total;word;high;21;8,00;NA;NA;Winkler 2008 NA 4 21;405
8;16;jof;Winkler;2008;NA;4;total;total;word;high;22;4,00;NA;NA;Winkler 2008 NA 4 22;406
8;16;jof;Winkler;2008;NA;4;total;total;word;high;23;6,00;NA;NA;Winkler 2008 NA 4 23;407
8;16;jof;Winkler;2008;NA;4;total;total;word;high;24;4,00;NA;NA;Winkler 2008 NA 4 24;408
8;16;jof;Winkler;2008;NA;4;total;total;word;high;25;8,00;NA;NA;Winkler 2008 NA 4 25;409
8;16;jof;Winkler;2008;NA;4;total;total;word;high;26;6,00;NA;NA;Winkler 2008 NA 4 26;410
8;16;jof;Winkler;2008;NA;4;total;total;word;high;27;6,00;NA;NA;Winkler 2008 NA 4 27;411
8;16;jof;Winkler;2008;NA;4;total;total;word;high;28;7,00;NA;NA;Winkler 2008 NA 4 28;412
8;16;jof;Winkler;2008;NA;4;total;total;word;high;29;8,00;NA;NA;Winkler 2008 NA 4 29;413
8;16;jof;Winkler;2008;NA;4;total;total;word;high;30;8,00;NA;NA;Winkler 2008 NA 4 30;415
8;16;jof;Winkler;2008;NA;4;total;total;word;high;31;5,00;NA;NA;Winkler 2008 NA 4 31;416
8;16;jof;Winkler;2008;NA;4;total;total;word;high;32;6,00;NA;NA;Winkler 2008 NA 4 32;417
8;16;jof;Winkler;2008;NA;4;total;total;word;high;33;4,00;NA;NA;Winkler 2008 NA 4 33;418
8;16;jof;Winkler;2008;NA;4;total;total;word;high;34;6,00;NA;NA;Winkler 2008 NA 4 34;419
8;16;jof;Winkler;2008;NA;4;total;total;word;high;35;8,00;NA;NA;Winkler 2008 NA 4 35;420
8;16;jof;Winkler;2008;NA;4;total;total;word;high;36;8,00;NA;NA;Winkler 2008 NA 4 36;421
8;16;jof;Winkler;2008;NA;4;total;total;word;high;37;4,00;NA;NA;Winkler 2008 NA 4 37;422
8;16;jof;Winkler;2008;NA;4;total;total;word;high;38;8,00;NA;NA;Winkler 2008 NA 4 38;423
8;16;jof;Winkler;2008;NA;4;total;total;word;high;39;5,00;NA;NA;Winkler 2008 NA 4 39;424
8;16;jof;Winkler;2008;NA;4;total;total;word;high;40;5,00;NA;NA;Winkler 2008 NA 4 40;426
8;16;jof;Winkler;2008;NA;4;total;total;word;low;41;8,00;NA;NA;Winkler 2008 NA 4 41;427
8;16;jof;Winkler;2008;NA;4;total;total;word;low;42;5,00;NA;NA;Winkler 2008 NA 4 42;428
8;16;jof;Winkler;2008;NA;4;total;total;word;low;43;5,00;NA;NA;Winkler 2008 NA 4 43;429
