h;d;av;author;year;manuscript;experiment;d_type;jod_type;stim_type;att_type;vpnr;value;stim_id;Beding;unique_id;id
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2144;12,50;NA;NA;Betsch 2010 NA 1 2144;37
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2154;4,75;NA;NA;Betsch 2010 NA 1 2154;38
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2164;4,25;NA;NA;Betsch 2010 NA 1 2164;39
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2174;6,00;NA;NA;Betsch 2010 NA 1 2174;40
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2184;3,25;NA;NA;Betsch 2010 NA 1 2184;41
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2194;3,75;NA;NA;Betsch 2010 NA 1 2194;42
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2204;4,25;NA;NA;Betsch 2010 NA 1 2204;43
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2214;17,00;NA;NA;Betsch 2010 NA 1 2214;44
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2224;19,00;NA;NA;Betsch 2010 NA 1 2224;45
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2234;3,25;NA;NA;Betsch 2010 NA 1 2234;46
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2244;2,75;NA;NA;Betsch 2010 NA 1 2244;47
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2254;2,25;NA;NA;Betsch 2010 NA 1 2254;48
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2264;5,00;NA;NA;Betsch 2010 NA 1 2264;49
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2274;4,75;NA;NA;Betsch 2010 NA 1 2274;50
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2284;3,25;NA;NA;Betsch 2010 NA 1 2284;51
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2294;9,50;NA;NA;Betsch 2010 NA 1 2294;52
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2304;8,00;NA;NA;Betsch 2010 NA 1 2304;53
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2314;4,25;NA;NA;Betsch 2010 NA 1 2314;54
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2324;7,50;NA;NA;Betsch 2010 NA 1 2324;55
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2334;4,75;NA;NA;Betsch 2010 NA 1 2334;56
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2344;5,75;NA;NA;Betsch 2010 NA 1 2344;57
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2354;2,50;NA;NA;Betsch 2010 NA 1 2354;58
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2364;8,75;NA;NA;Betsch 2010 NA 1 2364;59
4;24;jof;Betsch;2010;NA;1;total;total;word;low;2374;6,25;NA;NA;Betsch 2010 NA 1 2374;60
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1014;4,00;NA;NA;Betsch 2010 NA 1 1014;1
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1024;10,50;NA;NA;Betsch 2010 NA 1 1024;2
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1034;2,00;NA;NA;Betsch 2010 NA 1 1034;3
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1054;17,25;NA;NA;Betsch 2010 NA 1 1054;4
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1064;15,50;NA;NA;Betsch 2010 NA 1 1064;5
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1074;8,75;NA;NA;Betsch 2010 NA 1 1074;6
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1084;13,00;NA;NA;Betsch 2010 NA 1 1084;7
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1094;2,75;NA;NA;Betsch 2010 NA 1 1094;8
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1104;4,00;NA;NA;Betsch 2010 NA 1 1104;9
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1114;11,75;NA;NA;Betsch 2010 NA 1 1114;10
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1124;6,00;NA;NA;Betsch 2010 NA 1 1124;11
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1134;17,50;NA;NA;Betsch 2010 NA 1 1134;12
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1144;7,50;NA;NA;Betsch 2010 NA 1 1144;13
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1154;9,00;NA;NA;Betsch 2010 NA 1 1154;14
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1164;10,75;NA;NA;Betsch 2010 NA 1 1164;15
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1174;12,25;NA;NA;Betsch 2010 NA 1 1174;16
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1184;31,25;NA;NA;Betsch 2010 NA 1 1184;17
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1194;2,00;NA;NA;Betsch 2010 NA 1 1194;18
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1214;13,75;NA;NA;Betsch 2010 NA 1 1214;19
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1224;3,50;NA;NA;Betsch 2010 NA 1 1224;20
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1234;9,25;NA;NA;Betsch 2010 NA 1 1234;21
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1244;5,25;NA;NA;Betsch 2010 NA 1 1244;22
4;24;jod;Betsch;2010;NA;1;total;total;word;low;1254;3,25;NA;NA;Betsch 2010 NA 1 1254;23
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2014;11,50;NA;NA;Betsch 2010 NA 1 2014;24
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2024;8,25;NA;NA;Betsch 2010 NA 1 2024;25
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2034;17,50;NA;NA;Betsch 2010 NA 1 2034;26
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2044;7,25;NA;NA;Betsch 2010 NA 1 2044;27
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2054;1,00;NA;NA;Betsch 2010 NA 1 2054;28
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2064;2,25;NA;NA;Betsch 2010 NA 1 2064;29
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2074;5,25;NA;NA;Betsch 2010 NA 1 2074;30
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2084;6,00;NA;NA;Betsch 2010 NA 1 2084;31
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2094;32,50;NA;NA;Betsch 2010 NA 1 2094;32
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2104;9,00;NA;NA;Betsch 2010 NA 1 2104;33
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2114;0,00;NA;NA;Betsch 2010 NA 1 2114;34
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2124;7,50;NA;NA;Betsch 2010 NA 1 2124;35
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2134;8,75;NA;NA;Betsch 2010 NA 1 2134;36
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2144;13,75;NA;NA;Betsch 2010 NA 1 2144;37
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2154;9,00;NA;NA;Betsch 2010 NA 1 2154;38
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2164;8,25;NA;NA;Betsch 2010 NA 1 2164;39
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2174;2,25;NA;NA;Betsch 2010 NA 1 2174;40
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2184;35,00;NA;NA;Betsch 2010 NA 1 2184;41
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2194;2,50;NA;NA;Betsch 2010 NA 1 2194;42
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2204;3,50;NA;NA;Betsch 2010 NA 1 2204;43
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2214;28,75;NA;NA;Betsch 2010 NA 1 2214;44
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2224;17,00;NA;NA;Betsch 2010 NA 1 2224;45
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2234;11,25;NA;NA;Betsch 2010 NA 1 2234;46
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2244;18,75;NA;NA;Betsch 2010 NA 1 2244;47
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2254;3,00;NA;NA;Betsch 2010 NA 1 2254;48
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2264;3,50;NA;NA;Betsch 2010 NA 1 2264;49
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2274;6,25;NA;NA;Betsch 2010 NA 1 2274;50
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2284;7,25;NA;NA;Betsch 2010 NA 1 2284;51
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2294;46,25;NA;NA;Betsch 2010 NA 1 2294;52
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2304;18,25;NA;NA;Betsch 2010 NA 1 2304;53
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2314;4,25;NA;NA;Betsch 2010 NA 1 2314;54
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2324;8,50;NA;NA;Betsch 2010 NA 1 2324;55
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2334;5,00;NA;NA;Betsch 2010 NA 1 2334;56
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2344;9,75;NA;NA;Betsch 2010 NA 1 2344;57
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2354;3,25;NA;NA;Betsch 2010 NA 1 2354;58
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2364;2,00;NA;NA;Betsch 2010 NA 1 2364;59
4;24;jod;Betsch;2010;NA;1;total;total;word;low;2374;4,50;NA;NA;Betsch 2010 NA 1 2374;60
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1014;2,25;NA;NA;Betsch 2010 NA 1 1014;1
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1024;7,25;NA;NA;Betsch 2010 NA 1 1024;2
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1034;2,00;NA;NA;Betsch 2010 NA 1 1034;3
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1054;2,25;NA;NA;Betsch 2010 NA 1 1054;4
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1064;4,50;NA;NA;Betsch 2010 NA 1 1064;5
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1074;4,75;NA;NA;Betsch 2010 NA 1 1074;6
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1084;4,50;NA;NA;Betsch 2010 NA 1 1084;7
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1094;2,00;NA;NA;Betsch 2010 NA 1 1094;8
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1104;3,50;NA;NA;Betsch 2010 NA 1 1104;9
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1114;2,00;NA;NA;Betsch 2010 NA 1 1114;10
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1124;5,50;NA;NA;Betsch 2010 NA 1 1124;11
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1134;5,00;NA;NA;Betsch 2010 NA 1 1134;12
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1144;1,75;NA;NA;Betsch 2010 NA 1 1144;13
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1154;3,50;NA;NA;Betsch 2010 NA 1 1154;14
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1164;7,75;NA;NA;Betsch 2010 NA 1 1164;15
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1174;4,00;NA;NA;Betsch 2010 NA 1 1174;16
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1184;5,00;NA;NA;Betsch 2010 NA 1 1184;17
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1194;8,25;NA;NA;Betsch 2010 NA 1 1194;18
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1214;3,25;NA;NA;Betsch 2010 NA 1 1214;19
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1224;3,00;NA;NA;Betsch 2010 NA 1 1224;20
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1234;2,25;NA;NA;Betsch 2010 NA 1 1234;21
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1244;4,50;NA;NA;Betsch 2010 NA 1 1244;22
2;8;jof;Betsch;2010;NA;1;total;total;word;low;1254;5,50;NA;NA;Betsch 2010 NA 1 1254;23
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2014;2,75;NA;NA;Betsch 2010 NA 1 2014;24
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2024;2,75;NA;NA;Betsch 2010 NA 1 2024;25
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2034;2,25;NA;NA;Betsch 2010 NA 1 2034;26
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2044;2,75;NA;NA;Betsch 2010 NA 1 2044;27
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2054;3,25;NA;NA;Betsch 2010 NA 1 2054;28
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2064;0,75;NA;NA;Betsch 2010 NA 1 2064;29
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2074;2,25;NA;NA;Betsch 2010 NA 1 2074;30
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2084;4,75;NA;NA;Betsch 2010 NA 1 2084;31
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2094;10,00;NA;NA;Betsch 2010 NA 1 2094;32
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2104;4,75;NA;NA;Betsch 2010 NA 1 2104;33
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2114;3,25;NA;NA;Betsch 2010 NA 1 2114;34
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2124;2,50;NA;NA;Betsch 2010 NA 1 2124;35
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2134;4,75;NA;NA;Betsch 2010 NA 1 2134;36
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2144;8,00;NA;NA;Betsch 2010 NA 1 2144;37
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2154;5,50;NA;NA;Betsch 2010 NA 1 2154;38
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2164;3,50;NA;NA;Betsch 2010 NA 1 2164;39
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2174;1,75;NA;NA;Betsch 2010 NA 1 2174;40
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2184;2,50;NA;NA;Betsch 2010 NA 1 2184;41
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2194;2,50;NA;NA;Betsch 2010 NA 1 2194;42
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2204;2,00;NA;NA;Betsch 2010 NA 1 2204;43
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2214;9,50;NA;NA;Betsch 2010 NA 1 2214;44
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2224;20,75;NA;NA;Betsch 2010 NA 1 2224;45
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2234;3,50;NA;NA;Betsch 2010 NA 1 2234;46
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2244;2,00;NA;NA;Betsch 2010 NA 1 2244;47
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2254;2,00;NA;NA;Betsch 2010 NA 1 2254;48
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2264;4,25;NA;NA;Betsch 2010 NA 1 2264;49
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2274;3,75;NA;NA;Betsch 2010 NA 1 2274;50
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2284;2,25;NA;NA;Betsch 2010 NA 1 2284;51
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2294;5,75;NA;NA;Betsch 2010 NA 1 2294;52
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2304;7,00;NA;NA;Betsch 2010 NA 1 2304;53
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2314;4,75;NA;NA;Betsch 2010 NA 1 2314;54
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2324;5,25;NA;NA;Betsch 2010 NA 1 2324;55
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2334;4,00;NA;NA;Betsch 2010 NA 1 2334;56
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2344;3,25;NA;NA;Betsch 2010 NA 1 2344;57
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2354;1,75;NA;NA;Betsch 2010 NA 1 2354;58
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2364;7,00;NA;NA;Betsch 2010 NA 1 2364;59
2;8;jof;Betsch;2010;NA;1;total;total;word;low;2374;5,50;NA;NA;Betsch 2010 NA 1 2374;60
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1014;3,00;NA;NA;Betsch 2010 NA 1 1014;1
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1024;6,50;NA;NA;Betsch 2010 NA 1 1024;2
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1034;1,50;NA;NA;Betsch 2010 NA 1 1034;3
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1054;5,75;NA;NA;Betsch 2010 NA 1 1054;4
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1064;16,00;NA;NA;Betsch 2010 NA 1 1064;5
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1074;5,00;NA;NA;Betsch 2010 NA 1 1074;6
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1084;12,50;NA;NA;Betsch 2010 NA 1 1084;7
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1094;1,25;NA;NA;Betsch 2010 NA 1 1094;8
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1104;4,00;NA;NA;Betsch 2010 NA 1 1104;9
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1114;4,00;NA;NA;Betsch 2010 NA 1 1114;10
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1124;5,50;NA;NA;Betsch 2010 NA 1 1124;11
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1134;6,25;NA;NA;Betsch 2010 NA 1 1134;12
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1144;11,50;NA;NA;Betsch 2010 NA 1 1144;13
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1154;8,50;NA;NA;Betsch 2010 NA 1 1154;14
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1164;7,25;NA;NA;Betsch 2010 NA 1 1164;15
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1174;4,50;NA;NA;Betsch 2010 NA 1 1174;16
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1184;22,50;NA;NA;Betsch 2010 NA 1 1184;17
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1194;3,25;NA;NA;Betsch 2010 NA 1 1194;18
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1214;9,75;NA;NA;Betsch 2010 NA 1 1214;19
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1224;3,50;NA;NA;Betsch 2010 NA 1 1224;20
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1234;5,25;NA;NA;Betsch 2010 NA 1 1234;21
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1244;4,75;NA;NA;Betsch 2010 NA 1 1244;22
2;8;jod;Betsch;2010;NA;1;total;total;word;low;1254;2,75;NA;NA;Betsch 2010 NA 1 1254;23
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2014;5,50;NA;NA;Betsch 2010 NA 1 2014;24
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2024;6,75;NA;NA;Betsch 2010 NA 1 2024;25
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2034;10,25;NA;NA;Betsch 2010 NA 1 2034;26
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2044;5,25;NA;NA;Betsch 2010 NA 1 2044;27
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2054;1,00;NA;NA;Betsch 2010 NA 1 2054;28
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2064;0,50;NA;NA;Betsch 2010 NA 1 2064;29
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2074;4,00;NA;NA;Betsch 2010 NA 1 2074;30
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2084;4,00;NA;NA;Betsch 2010 NA 1 2084;31
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2094;31,25;NA;NA;Betsch 2010 NA 1 2094;32
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2104;4,50;NA;NA;Betsch 2010 NA 1 2104;33
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2114;1,75;NA;NA;Betsch 2010 NA 1 2114;34
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2124;6,00;NA;NA;Betsch 2010 NA 1 2124;35
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2134;3,75;NA;NA;Betsch 2010 NA 1 2134;36
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2144;7,50;NA;NA;Betsch 2010 NA 1 2144;37
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2154;5,00;NA;NA;Betsch 2010 NA 1 2154;38
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2164;7,75;NA;NA;Betsch 2010 NA 1 2164;39
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2174;1,25;NA;NA;Betsch 2010 NA 1 2174;40
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2184;17,50;NA;NA;Betsch 2010 NA 1 2184;41
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2194;1,75;NA;NA;Betsch 2010 NA 1 2194;42
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2204;2,75;NA;NA;Betsch 2010 NA 1 2204;43
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2214;13,25;NA;NA;Betsch 2010 NA 1 2214;44
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2224;10,25;NA;NA;Betsch 2010 NA 1 2224;45
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2234;8,25;NA;NA;Betsch 2010 NA 1 2234;46
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2244;16,25;NA;NA;Betsch 2010 NA 1 2244;47
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2254;2,00;NA;NA;Betsch 2010 NA 1 2254;48
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2264;3,00;NA;NA;Betsch 2010 NA 1 2264;49
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2274;5,25;NA;NA;Betsch 2010 NA 1 2274;50
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2284;3,50;NA;NA;Betsch 2010 NA 1 2284;51
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2294;31,00;NA;NA;Betsch 2010 NA 1 2294;52
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2304;15,50;NA;NA;Betsch 2010 NA 1 2304;53
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2314;4,25;NA;NA;Betsch 2010 NA 1 2314;54
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2324;6,75;NA;NA;Betsch 2010 NA 1 2324;55
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2334;3,50;NA;NA;Betsch 2010 NA 1 2334;56
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2344;5,25;NA;NA;Betsch 2010 NA 1 2344;57
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2354;1,00;NA;NA;Betsch 2010 NA 1 2354;58
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2364;2,50;NA;NA;Betsch 2010 NA 1 2364;59
2;8;jod;Betsch;2010;NA;1;total;total;word;low;2374;3,00;NA;NA;Betsch 2010 NA 1 2374;60
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1014;3,25;NA;NA;Betsch 2010 NA 1 1014;1
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1024;3,75;NA;NA;Betsch 2010 NA 1 1024;2
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1034;3,25;NA;NA;Betsch 2010 NA 1 1034;3
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1054;4,50;NA;NA;Betsch 2010 NA 1 1054;4
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1064;4,50;NA;NA;Betsch 2010 NA 1 1064;5
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1074;4,75;NA;NA;Betsch 2010 NA 1 1074;6
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1084;3,25;NA;NA;Betsch 2010 NA 1 1084;7
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1094;1,50;NA;NA;Betsch 2010 NA 1 1094;8
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1104;3,00;NA;NA;Betsch 2010 NA 1 1104;9
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1114;2,50;NA;NA;Betsch 2010 NA 1 1114;10
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1124;5,25;NA;NA;Betsch 2010 NA 1 1124;11
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1134;7,50;NA;NA;Betsch 2010 NA 1 1134;12
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1144;4,50;NA;NA;Betsch 2010 NA 1 1144;13
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1154;4,00;NA;NA;Betsch 2010 NA 1 1154;14
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1164;5,75;NA;NA;Betsch 2010 NA 1 1164;15
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1174;9,50;NA;NA;Betsch 2010 NA 1 1174;16
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1184;5,00;NA;NA;Betsch 2010 NA 1 1184;17
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1194;4,75;NA;NA;Betsch 2010 NA 1 1194;18
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1214;3,25;NA;NA;Betsch 2010 NA 1 1214;19
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1224;2,00;NA;NA;Betsch 2010 NA 1 1224;20
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1234;3,50;NA;NA;Betsch 2010 NA 1 1234;21
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1244;4,00;NA;NA;Betsch 2010 NA 1 1244;22
2;16;jof;Betsch;2010;NA;1;total;total;word;low;1254;5,25;NA;NA;Betsch 2010 NA 1 1254;23
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2014;4,00;NA;NA;Betsch 2010 NA 1 2014;24
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2024;3,00;NA;NA;Betsch 2010 NA 1 2024;25
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2034;2,25;NA;NA;Betsch 2010 NA 1 2034;26
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2044;4,75;NA;NA;Betsch 2010 NA 1 2044;27
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2054;5,25;NA;NA;Betsch 2010 NA 1 2054;28
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2064;3,00;NA;NA;Betsch 2010 NA 1 2064;29
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2074;2,00;NA;NA;Betsch 2010 NA 1 2074;30
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2084;4,50;NA;NA;Betsch 2010 NA 1 2084;31
2;16;jof;Betsch;2010;NA;1;total;total;word;low;2094;15,25;NA;NA;Betsch 2010 NA 1 2094;32
